fighter,opponent,method,round,time,time_format,referee,event_date,event_location,event_url,f_rd1_KD,f_rd1_Sig_str,f_rd1_Total_str,f_rd1_Sub_att,f_rd1_Rev,f_rd1_Ctrl,o_rd1_KD,o_rd1_Sig_str,o_rd1_Total_str,o_rd1_Sub_att,o_rd1_Rev,o_rd1_Ctrl,f_rd1_Head,f_rd1_Body,f_rd1_Leg,f_rd1_Distance,f_rd1_Clinch,f_rd1_Ground,o_rd1_Head,o_rd1_Body,o_rd1_Leg,o_rd1_Distance,o_rd1_Clinch,o_rd1_Ground
Jason DeLucia,Scott Baker,Submission,1,6:41,No Time Limit,John McCarthy,"March 11, 1994","Denver, Colorado, USA",http://ufcstats.com/event-details/a6a9ab5a824e8f66,0,3 of 5,20 of 25,5,4,--,0,0 of 2,14 of 23,0,2,--,1 of 2,1 of 2,1 of 1,2 of 4,0 of 0,1 of 1,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
Patrick Smith,Johnny Rhodes,Submission,1,1:07,No Time Limit,John McCarthy,"March 11, 1994","Denver, Colorado, USA",http://ufcstats.com/event-details/a6a9ab5a824e8f66,0,5 of 12,5 of 12,1,0,--,0,4 of 9,4 of 9,0,0,--,1 of 4,2 of 2,2 of 6,3 of 10,2 of 2,0 of 0,2 of 5,0 of 0,2 of 4,4 of 9,0 of 0,0 of 0
Royce Gracie,Remco Pardoel,Submission,1,1:31,No Time Limit,John McCarthy,"March 11, 1994","Denver, Colorado, USA",http://ufcstats.com/event-details/a6a9ab5a824e8f66,0,0 of 0,0 of 0,1,0,--,0,0 of 0,0 of 0,0,0,--,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
Royce Gracie,Patrick Smith,KO/TKO,1,1:17,No Time Limit,John McCarthy,"March 11, 1994","Denver, Colorado, USA",http://ufcstats.com/event-details/a6a9ab5a824e8f66,0,4 of 4,11 of 11,0,0,--,0,1 of 2,2 of 3,0,0,--,3 of 3,0 of 0,1 of 1,0 of 0,1 of 1,3 of 3,0 of 0,1 of 2,0 of 0,0 of 1,1 of 1,0 of 0
Brady Hiestand,Batgerel Danaa,KO/TKO,3,4:21,3 Rnd (5-5-5),Jerin Valel,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,15 of 28,18 of 31,0,0,0:34,0,14 of 52,28 of 66,0,0,0:00,11 of 21,3 of 4,1 of 3,15 of 28,0 of 0,0 of 0,8 of 43,2 of 4,4 of 5,14 of 51,0 of 1,0 of 0
Francis Marshall,William Gomis,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,5 of 47,12 of 60,0,0,1:16,0,5 of 20,5 of 22,0,0,0:00,4 of 46,1 of 1,0 of 0,5 of 47,0 of 0,0 of 0,1 of 14,4 of 6,0 of 0,5 of 20,0 of 0,0 of 0
Mohammed Usman,Junior Tafa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,1 of 12,16 of 36,0,0,3:26,0,8 of 24,11 of 28,0,0,0:00,1 of 12,0 of 0,0 of 0,0 of 11,1 of 1,0 of 0,6 of 22,2 of 2,0 of 0,5 of 20,3 of 4,0 of 0
Karol Rosa,Norma Dumont,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,8 of 19,25 of 39,0,0,0:00,0,11 of 26,15 of 31,0,0,1:30,3 of 7,3 of 5,2 of 7,6 of 17,2 of 2,0 of 0,5 of 17,2 of 4,4 of 5,9 of 24,2 of 2,0 of 0
Rani Yahya,Montel Jackson,KO/TKO,1,3:42,3 Rnd (5-5-5),Keith Peterson,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,7 of 21,7 of 22,0,0,0:08,1,9 of 21,10 of 23,0,0,1:17,1 of 10,1 of 2,5 of 9,7 of 21,0 of 0,0 of 0,7 of 18,1 of 2,1 of 1,5 of 14,0 of 0,4 of 7
Iasmin Lucindo,Brogan Walker,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,17 of 43,17 of 43,0,0,0:00,0,8 of 50,8 of 50,0,0,0:00,13 of 37,4 of 5,0 of 1,16 of 42,1 of 1,0 of 0,1 of 33,3 of 6,4 of 11,7 of 48,1 of 2,0 of 0
Ricky Glenn,Christos Giagos,KO/TKO,1,1:35,3 Rnd (5-5-5),Jacob Montalvo,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,2 of 11,2 of 11,0,0,0:00,1,9 of 16,9 of 16,0,0,0:00,1 of 7,0 of 1,1 of 3,2 of 11,0 of 0,0 of 0,4 of 11,3 of 3,2 of 2,8 of 15,0 of 0,1 of 1
Jeremiah Wells,Matthew Semelsberger,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,17 of 38,35 of 69,0,0,3:31,1,11 of 18,15 of 23,0,0,0:59,14 of 34,3 of 4,0 of 0,3 of 8,2 of 3,12 of 27,10 of 17,1 of 1,0 of 0,4 of 5,4 of 5,3 of 8
Bobby Green,Jared Gordon,Could Not Continue,1,4:35,3 Rnd (5-5-5),Keith Peterson,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,23 of 69,23 of 69,0,0,0:01,0,17 of 53,17 of 53,0,0,0:00,15 of 56,6 of 9,2 of 4,17 of 62,0 of 1,6 of 6,9 of 34,5 of 11,3 of 8,17 of 53,0 of 0,0 of 0
Khaos Williams,Rolando Bedoya,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,44 of 88,45 of 89,0,0,0:48,0,44 of 56,45 of 57,0,0,0:00,21 of 59,15 of 19,8 of 10,42 of 84,2 of 4,0 of 0,26 of 34,9 of 10,9 of 12,37 of 49,7 of 7,0 of 0
Brad Tavares,Bruno Silva,KO/TKO,1,3:35,3 Rnd (5-5-5),Mark Smith,"April 22, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6fb1ba67bef41b37,0,15 of 64,15 of 65,0,0,0:00,1,23 of 51,24 of 52,0,0,0:02,11 of 56,4 of 8,0 of 0,15 of 64,0 of 0,0 of 0,17 of 40,5 of 9,1 of 2,21 of 48,1 of 2,1 of 1
Marina Rodriguez,Virna Jandiroba,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,7 of 9,18 of 21,0,0,0:00,0,4 of 7,31 of 40,0,0,4:36,6 of 8,0 of 0,1 of 1,1 of 3,0 of 0,6 of 6,4 of 7,0 of 0,0 of 0,0 of 3,0 of 0,4 of 4
Kennedy Nzechukwu,Devin Clark,Submission,2,2:28,3 Rnd (5-5-5),Gasper Oliver,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,41 of 53,54 of 66,0,0,2:35,0,25 of 37,47 of 65,0,0,0:44,34 of 46,7 of 7,0 of 0,2 of 3,39 of 50,0 of 0,18 of 29,3 of 4,4 of 4,5 of 10,20 of 27,0 of 0
Braxton Smith,Parker Porter,KO/TKO,1,2:10,3 Rnd (5-5-5),Gary Copeland,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,14 of 29,14 of 29,0,0,0:00,0,25 of 37,37 of 62,0,0,0:27,13 of 28,0 of 0,1 of 1,14 of 29,0 of 0,0 of 0,24 of 36,1 of 1,0 of 0,12 of 24,3 of 3,10 of 10
Kron Gracie,Charles Jourdain,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Gary Copeland,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,12 of 22,48 of 62,0,0,0:29,0,21 of 46,34 of 60,0,0,1:33,4 of 12,0 of 2,8 of 8,12 of 22,0 of 0,0 of 0,19 of 44,2 of 2,0 of 0,15 of 40,6 of 6,0 of 0
Drew Dober,Matt Frevola,KO/TKO,1,4:08,3 Rnd (5-5-5),Herb Dean,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,20 of 59,20 of 59,0,0,0:00,1,35 of 75,39 of 79,0,0,0:08,12 of 50,8 of 9,0 of 0,19 of 58,1 of 1,0 of 0,26 of 61,6 of 11,3 of 3,22 of 58,1 of 2,12 of 15
Jessica Andrade,Yan Xiaonan,KO/TKO,1,2:20,3 Rnd (5-5-5),Vitor Ribeiro,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,12 of 32,12 of 32,0,0,0:00,1,26 of 36,26 of 36,0,0,0:02,5 of 23,3 of 3,4 of 6,12 of 32,0 of 0,0 of 0,12 of 22,5 of 5,9 of 9,23 of 33,0 of 0,3 of 3
Movsar Evloev,Diego Lopes,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,16 of 22,65 of 74,0,0,3:34,0,17 of 27,28 of 39,1,0,0:25,14 of 20,1 of 1,1 of 1,6 of 10,1 of 1,9 of 11,13 of 22,0 of 1,4 of 4,10 of 17,0 of 0,7 of 10
Belal Muhammad,Gilbert Burns,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,19 of 39,19 of 39,0,0,0:00,0,15 of 31,15 of 31,0,0,0:00,9 of 29,9 of 9,1 of 1,19 of 39,0 of 0,0 of 0,7 of 22,3 of 4,5 of 5,15 of 31,0 of 0,0 of 0
Hailey Cowan,Jamey-Lyn Horth,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,21 of 55,25 of 59,0,0,0:54,0,24 of 29,31 of 36,0,0,0:35,15 of 40,6 of 14,0 of 1,12 of 45,9 of 10,0 of 0,13 of 16,7 of 8,4 of 5,13 of 18,11 of 11,0 of 0
Aljamain Sterling,Henry Cejudo,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"May 06, 2023","Newark, New Jersey, USA",http://ufcstats.com/event-details/3c6976f8182d9527,0,20 of 34,29 of 43,0,0,1:37,0,7 of 18,15 of 26,0,0,1:47,5 of 15,10 of 12,5 of 7,12 of 25,3 of 4,5 of 5,3 of 13,1 of 1,3 of 4,7 of 16,0 of 2,0 of 0
Journey Newson,Marcus McGhee,Submission,2,2:03,3 Rnd (5-5-5),Mark Smith,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,9 of 39,9 of 39,0,0,0:34,0,19 of 42,19 of 43,0,0,0:00,4 of 29,4 of 7,1 of 3,8 of 38,1 of 1,0 of 0,10 of 30,7 of 9,2 of 3,18 of 40,1 of 2,0 of 0
Cody Durden,Charles Johnson,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,13 of 19,28 of 36,0,0,3:35,0,7 of 14,8 of 15,1,0,0:00,7 of 13,1 of 1,5 of 5,11 of 17,0 of 0,2 of 2,3 of 10,3 of 3,1 of 1,6 of 13,0 of 0,1 of 1
Stephanie Egger,Irina Alekseeva,Submission,1,2:11,3 Rnd (5-5-5),Jason Herzog,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,9 of 24,9 of 24,0,0,0:00,0,18 of 44,18 of 44,1,0,0:00,3 of 17,0 of 0,6 of 7,9 of 24,0 of 0,0 of 0,7 of 31,7 of 8,4 of 5,17 of 43,1 of 1,0 of 0
Josh Quinlan,Trey Waters,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,12 of 28,12 of 28,0,0,0:54,0,29 of 40,30 of 41,0,0,0:08,5 of 21,0 of 0,7 of 7,8 of 24,2 of 2,2 of 2,23 of 34,4 of 4,2 of 2,27 of 38,1 of 1,1 of 1
Martin Buday,Jake Collier,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,27 of 51,30 of 54,0,0,0:20,0,45 of 99,48 of 107,0,0,0:57,20 of 43,2 of 3,5 of 5,26 of 49,1 of 2,0 of 0,32 of 85,7 of 8,6 of 6,43 of 93,0 of 1,2 of 5
Caio Borralho,Michal Oleksiejczuk,Submission,2,2:49,3 Rnd (5-5-5),Jason Herzog,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,25 of 45,30 of 50,0,0,0:41,0,26 of 55,26 of 55,0,0,0:13,12 of 29,10 of 13,3 of 3,13 of 31,5 of 7,7 of 7,12 of 38,14 of 17,0 of 0,22 of 51,4 of 4,0 of 0
Song Yadong,Ricky Simon,KO/TKO,5,1:10,5 Rnd (5-5-5-5-5),Herb Dean,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,11 of 28,11 of 28,0,0,0:12,0,12 of 23,12 of 23,0,0,0:08,3 of 19,4 of 5,4 of 4,10 of 27,1 of 1,0 of 0,7 of 18,3 of 3,2 of 2,12 of 23,0 of 0,0 of 0
Rodolfo Vieira,Cody Brundage,Submission,2,1:28,3 Rnd (5-5-5),Mark Smith,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,9 of 14,28 of 34,0,0,3:04,1,20 of 28,41 of 50,0,0,1:04,8 of 12,1 of 1,0 of 1,0 of 4,2 of 2,7 of 8,17 of 25,1 of 1,2 of 2,10 of 17,0 of 0,10 of 11
Marcos Rogerio de Lima,Waldo Cortes-Acosta,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,27 of 34,33 of 40,0,0,1:35,0,20 of 39,23 of 42,0,0,0:34,7 of 11,5 of 7,15 of 16,26 of 32,0 of 0,1 of 2,7 of 24,10 of 11,3 of 4,17 of 36,3 of 3,0 of 0
Julian Erosa,Fernando Padilla,KO/TKO,1,1:41,3 Rnd (5-5-5),Chris Tognoni,"April 29, 2023","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/51b1e2fd9872005b,0,15 of 24,15 of 24,0,0,0:00,1,20 of 29,20 of 29,0,0,0:02,9 of 18,1 of 1,5 of 5,15 of 24,0 of 0,0 of 0,17 of 25,2 of 3,1 of 1,19 of 28,0 of 0,1 of 1
Lando Vannata,Daniel Zellhuber,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,17 of 23,17 of 23,0,0,0:00,1,40 of 91,45 of 108,0,0,1:30,5 of 6,2 of 4,10 of 13,17 of 23,0 of 0,0 of 0,37 of 88,2 of 2,1 of 1,13 of 35,5 of 5,22 of 51
Aaron Phillips,Gaston Bolanos,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nick Berens,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,10 of 26,10 of 26,0,0,0:00,0,22 of 52,22 of 52,0,0,0:00,2 of 12,7 of 11,1 of 3,9 of 25,1 of 1,0 of 0,9 of 30,2 of 6,11 of 16,22 of 52,0 of 0,0 of 0
Gillian Robertson,Piera Rodriguez,Submission,2,4:21,3 Rnd (5-5-5),Keith Peterson,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,13 of 25,20 of 34,0,0,2:12,0,12 of 29,24 of 42,0,0,0:54,8 of 16,1 of 4,4 of 5,11 of 22,0 of 0,2 of 3,10 of 27,1 of 1,1 of 1,12 of 29,0 of 0,0 of 0
Bruna Brasil,Denise Gomes,KO/TKO,2,2:42,3 Rnd (5-5-5),Dwayne Bess,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,10 of 15,29 of 34,0,0,1:19,0,23 of 40,58 of 75,0,0,2:00,3 of 5,5 of 7,2 of 3,5 of 9,5 of 6,0 of 0,12 of 25,5 of 5,6 of 10,15 of 30,8 of 10,0 of 0
Zak Cummings,Ed Herman,KO/TKO,3,4:13,3 Rnd (5-5-5),Dwayne Bess,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,1,39 of 72,40 of 73,0,0,0:39,0,23 of 36,27 of 40,0,0,0:00,29 of 58,7 of 10,3 of 4,30 of 61,3 of 4,6 of 7,16 of 28,3 of 4,4 of 4,17 of 30,4 of 4,2 of 2
Brandon Royval,Matheus Nicolau,KO/TKO,1,2:09,3 Rnd (5-5-5),Nick Berens,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,1,13 of 22,13 of 22,0,0,0:07,0,2 of 5,2 of 5,0,0,0:00,13 of 20,0 of 1,0 of 1,3 of 9,0 of 0,10 of 13,1 of 4,0 of 0,1 of 1,2 of 5,0 of 0,0 of 0
Bill Algeo,TJ Brown,Submission,2,1:40,3 Rnd (5-5-5),Jason Herzog,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,45 of 85,48 of 88,0,0,1:03,0,39 of 77,42 of 80,0,1,0:19,26 of 59,6 of 12,13 of 14,43 of 83,2 of 2,0 of 0,28 of 65,8 of 9,3 of 3,27 of 64,12 of 13,0 of 0
Clay Guida,Rafa Garcia,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dwayne Bess,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,23 of 92,23 of 92,0,0,0:00,0,34 of 89,34 of 89,0,0,0:00,16 of 82,2 of 4,5 of 6,23 of 92,0 of 0,0 of 0,29 of 81,1 of 4,4 of 4,34 of 89,0 of 0,0 of 0
Dustin Jacoby,Azamat Murzakanov,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Nick Berens,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,19 of 39,19 of 39,0,0,0:00,0,25 of 50,25 of 50,0,0,0:12,8 of 24,2 of 4,9 of 11,19 of 39,0 of 0,0 of 0,20 of 44,4 of 5,1 of 1,25 of 48,0 of 2,0 of 0
Pedro Munhoz,Chris Gutierrez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,1,10 of 32,20 of 42,0,0,2:51,0,14 of 23,16 of 25,0,0,0:06,9 of 21,1 of 5,0 of 6,3 of 20,1 of 1,6 of 11,5 of 12,2 of 2,7 of 9,13 of 21,1 of 1,0 of 1
Tanner Boser,Ion Cutelaba,KO/TKO,1,2:05,3 Rnd (5-5-5),Keith Peterson,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,5 of 16,5 of 16,0,0,0:00,0,30 of 40,30 of 40,0,0,0:17,5 of 15,0 of 1,0 of 0,5 of 16,0 of 0,0 of 0,27 of 36,2 of 3,1 of 1,14 of 24,0 of 0,16 of 16
Edson Barboza,Billy Quarantillo,KO/TKO,1,2:37,3 Rnd (5-5-5),Keith Peterson,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,1,21 of 33,21 of 33,0,0,0:02,0,19 of 42,20 of 43,0,0,0:39,13 of 25,5 of 5,3 of 3,19 of 31,1 of 1,1 of 1,16 of 38,1 of 2,2 of 2,18 of 41,1 of 1,0 of 0
Chris Curtis,Kelvin Gastelum,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,13 of 48,13 of 48,0,0,0:00,0,30 of 64,30 of 64,0,0,0:00,8 of 40,1 of 2,4 of 6,13 of 48,0 of 0,0 of 0,20 of 51,0 of 0,10 of 13,30 of 64,0 of 0,0 of 0
Michelle Waterson-Gomez,Luana Pinheiro,Decision - Split,3,5:00,3 Rnd (5-5-5),Larry Folsom,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,20 of 67,20 of 67,0,0,0:00,0,15 of 43,15 of 43,0,0,0:01,5 of 39,4 of 11,11 of 17,20 of 67,0 of 0,0 of 0,5 of 29,4 of 6,6 of 8,14 of 42,1 of 1,0 of 0
Max Holloway,Arnold Allen,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,"April 15, 2023","Kansas City, Missouri, USA",http://ufcstats.com/event-details/15b1b21cd743d652,0,27 of 62,27 of 62,0,0,0:00,0,11 of 33,11 of 33,0,0,0:00,13 of 46,9 of 11,5 of 5,27 of 62,0 of 0,0 of 0,4 of 21,2 of 4,5 of 8,11 of 33,0 of 0,0 of 0
Cynthia Calvillo,Loopy Godinez,Decision - Split,3,5:00,3 Rnd (5-5-5),Larry Folsom,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,18 of 83,21 of 87,0,0,1:14,0,19 of 45,24 of 52,0,0,0:00,12 of 70,3 of 10,3 of 3,18 of 83,0 of 0,0 of 0,14 of 37,1 of 4,4 of 4,19 of 45,0 of 0,0 of 0
Gerald Meerschaert,Joe Pyfer,KO/TKO,1,3:15,3 Rnd (5-5-5),Marc Goddard,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,10 of 21,10 of 21,0,0,0:00,0,14 of 24,14 of 24,0,0,0:16,1 of 12,2 of 2,7 of 7,10 of 21,0 of 0,0 of 0,6 of 16,8 of 8,0 of 0,6 of 11,0 of 0,8 of 13
Raul Rosas Jr.,Christian Rodriguez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,0 of 0,0 of 0,1,0,4:02,0,2 of 6,9 of 14,0,0,0:34,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 3,1 of 3,0 of 0,0 of 0,2 of 5,0 of 1
Rob Font,Adrian Yanez,KO/TKO,1,2:57,3 Rnd (5-5-5),Keith Peterson,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,1,33 of 75,33 of 75,0,0,0:04,0,25 of 54,25 of 54,0,0,0:00,30 of 69,2 of 5,1 of 1,27 of 66,1 of 2,5 of 7,21 of 49,1 of 2,3 of 3,25 of 51,0 of 3,0 of 0
Gilbert Burns,Jorge Masvidal,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,13 of 39,15 of 42,0,0,0:06,0,15 of 38,20 of 43,0,0,0:00,7 of 29,3 of 6,3 of 4,12 of 36,0 of 0,1 of 3,5 of 26,2 of 2,8 of 10,15 of 38,0 of 0,0 of 0
Kevin Holland,Santiago Ponzinibbio,KO/TKO,3,3:16,3 Rnd (5-5-5),Dan Miragliotta,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,29 of 70,29 of 70,0,0,0:01,0,13 of 38,13 of 38,0,0,0:00,7 of 41,6 of 12,16 of 17,27 of 63,1 of 4,1 of 3,2 of 20,2 of 8,9 of 10,13 of 36,0 of 2,0 of 0
Alex Pereira,Israel Adesanya,KO/TKO,2,4:21,5 Rnd (5-5-5-5-5),Dan Miragliotta,"April 08, 2023","Miami, Florida, USA",http://ufcstats.com/event-details/3dc3022232b79c7a,0,20 of 31,20 of 31,0,0,0:00,0,15 of 38,15 of 38,0,0,0:00,1 of 4,3 of 6,16 of 21,20 of 31,0 of 0,0 of 0,3 of 22,5 of 8,7 of 8,15 of 38,0 of 0,0 of 0
Daniel Pineda,Tucker Lutz,Submission,2,2:50,3 Rnd (5-5-5),Jason Herzog,"March 25, 2023","San Antonio, Texas, USA",http://ufcstats.com/event-details/aec273fcb765330d,1,17 of 32,28 of 45,0,0,0:50,0,24 of 65,29 of 71,0,0,0:44,4 of 14,4 of 9,9 of 9,16 of 30,1 of 2,0 of 0,15 of 50,7 of 10,2 of 5,18 of 58,6 of 7,0 of 0
CJ Vergara,Daniel Lacerda,KO/TKO,2,4:04,3 Rnd (5-5-5),Jason Herzog,"March 25, 2023","San Antonio, Texas, USA",http://ufcstats.com/event-details/aec273fcb765330d,0,20 of 38,24 of 42,0,0,0:03,2,44 of 103,46 of 105,1,0,0:40,8 of 21,4 of 8,8 of 9,20 of 36,0 of 2,0 of 0,30 of 84,9 of 13,5 of 6,38 of 92,4 of 7,2 of 4
Chidi Njokuani,Albert Duraev,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,"March 25, 2023","San Antonio, Texas, USA",http://ufcstats.com/event-details/aec273fcb765330d,0,4 of 8,7 of 12,0,0,0:00,0,12 of 26,31 of 58,0,0,3:25,0 of 1,3 of 5,1 of 2,4 of 8,0 of 0,0 of 0,11 of 25,0 of 0,1 of 1,1 of 4,0 of 0,11 of 22
Steven Peterson,Lucas Alexander,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,"March 25, 2023","San Antonio, Texas, USA",http://ufcstats.com/event-details/aec273fcb765330d,0,11 of 34,11 of 34,0,0,0:00,0,24 of 41,24 of 41,0,0,0:05,2 of 18,4 of 6,5 of 10,10 of 32,1 of 2,0 of 0,12 of 26,5 of 7,7 of 8,24 of 41,0 of 0,0 of 0
Trevin Giles,Preston Parsons,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,"March 25, 2023","San Antonio, Texas, USA",http://ufcstats.com/event-details/aec273fcb765330d,0,14 of 26,17 of 29,0,1,1:26,0,14 of 28,23 of 43,2,0,1:52,14 of 25,0 of 1,0 of 0,9 of 20,2 of 2,3 of 4,9 of 23,2 of 2,3 of 3,10 of 23,4 of 5,0 of 0
Nate Landwehr,Austin Lingo,Submission,2,4:11,3 Rnd (5-5-5),Jason Herzog,"March 25, 2023","San Antonio, Texas, USA",http://ufcstats.com/event-details/aec273fcb765330d,0,34 of 78,34 of 78,0,0,0:00,0,30 of 91,31 of 92,0,0,0:00,20 of 52,2 of 9,12 of 17,34 of 78,0 of 0,0 of 0,19 of 75,8 of 12,3 of 4,30 of 91,0 of 0,0 of 0
